timestamp,unitcode,operation,T_in,rh_in,T_out,rh_out
2016-05-03 00:00:00,sample,cool1,21.666666666666668,0.48,20.055555555555554,0.7
2016-05-03 00:05:00,sample,cool1,21.611111111111114,0.46,19.944444444444446,0.7
2016-05-03 00:10:00,sample,cool1,21.5,0.45,19.777777777777775,0.7
2016-05-03 00:15:00,sample,cool1,21.38888888888889,0.45,19.72222222222222,0.7
2016-05-03 00:20:00,sample,cool1,21.333333333333336,0.45,19.61111111111111,0.71
2016-05-03 00:25:00,sample,cool1,21.277777777777775,0.45,19.499999999999996,0.71
2016-05-03 00:30:00,sample,cool1,21.11111111111111,0.45,19.444444444444443,0.71
2016-05-03 00:35:00,sample,idle,20.888888888888886,0.47,19.388888888888893,0.71
2016-05-03 00:40:00,sample,idle,20.888888888888886,0.48,19.333333333333332,0.71
2016-05-03 00:45:00,sample,idle,20.999999999999996,0.48,19.27777777777778,0.71
2016-05-03 00:50:00,sample,idle,21.11111111111111,0.48,19.166666666666668,0.71
2016-05-03 00:55:00,sample,idle,21.222222222222225,0.48,19.111111111111114,0.71
2016-05-03 01:00:00,sample,idle,21.277777777777775,0.49,19.0,0.71
2016-05-03 01:05:00,sample,cool1,21.5,0.48,18.88888888888889,0.72
2016-05-03 01:10:00,sample,cool1,21.611111111111114,0.47,18.777777777777775,0.72
2016-05-03 01:15:00,sample,idle,21.5,0.46,18.666666666666664,0.72
2016-05-03 01:20:00,sample,idle,21.333333333333336,0.48,18.61111111111111,0.72
2016-05-03 01:25:00,sample,idle,21.333333333333336,0.48,18.499999999999996,0.73
2016-05-03 01:30:00,sample,idle,21.38888888888889,0.48,18.388888888888886,0.72
2016-05-03 01:35:00,sample,idle,21.5,0.49,18.333333333333332,0.73
2016-05-03 01:40:00,sample,cool1,21.666666666666668,0.5,18.22222222222222,0.73
2016-05-03 01:45:00,sample,cool1,21.833333333333332,0.49,18.111111111111107,0.73
2016-05-03 01:50:00,sample,cool1,21.833333333333332,0.48,18.055555555555554,0.73
2016-05-03 01:55:00,sample,cool1,21.666666666666668,0.46,17.944444444444443,0.73
2016-05-03 02:00:00,sample,cool1,21.555555555555554,0.46,17.88888888888889,0.73
2016-05-03 02:05:00,sample,cool1,21.44444444444444,0.45,17.83333333333333,0.73
2016-05-03 02:10:00,sample,cool1,21.38888888888889,0.45,17.72222222222222,0.73
2016-05-03 02:15:00,sample,cool1,21.277777777777775,0.44,17.666666666666664,0.74
2016-05-03 02:20:00,sample,cool1,21.277777777777775,0.44,17.555555555555557,0.74
2016-05-03 02:25:00,sample,cool1,21.222222222222225,0.43,17.5,0.74
2016-05-03 02:30:00,sample,cool1,21.055555555555557,0.43,17.444444444444443,0.74
2016-05-03 02:35:00,sample,cool1,20.944444444444446,0.43,17.333333333333336,0.75
2016-05-03 02:40:00,sample,cool1,20.888888888888886,0.43,17.27777777777778,0.75
2016-05-03 02:45:00,sample,cool1,20.888888888888886,0.42,17.22222222222222,0.76
2016-05-03 02:50:00,sample,cool1,20.888888888888886,0.42,17.11111111111111,0.76
2016-05-03 02:55:00,sample,cool1,20.833333333333332,0.42,17.166666666666664,0.76
2016-05-03 03:00:00,sample,cool1,20.72222222222222,0.42,17.0,0.77
2016-05-03 03:05:00,sample,cool1,20.611111111111107,0.42,17.0,0.77
2016-05-03 03:10:00,sample,cool1,20.555555555555554,0.42,17.0,0.77
2016-05-03 03:15:00,sample,idle,20.500000000000004,0.42,16.88888888888889,0.78
2016-05-03 03:20:00,sample,idle,20.444444444444443,0.44,16.88888888888889,0.78
2016-05-03 03:25:00,sample,idle,20.611111111111107,0.44,16.833333333333332,0.78
2016-05-03 03:30:00,sample,idle,20.72222222222222,0.45,16.77777777777778,0.78
2016-05-03 03:35:00,sample,cool1,20.944444444444446,0.44,16.77777777777778,0.79
2016-05-03 03:40:00,sample,cool1,21.055555555555557,0.43,16.77777777777778,0.785
2016-05-03 03:45:00,sample,cool1,20.944444444444446,0.43,16.77777777777778,0.78
2016-05-03 03:50:00,sample,cool1,20.833333333333332,0.43,16.77777777777778,0.78
2016-05-03 03:55:00,sample,cool1,20.777777777777782,0.42,16.72222222222222,0.79
