timestamp,unitcode,ahu,heatpump,hvac,net
2016-02-03 19:45:00,sample,4.203333333333333,34.013333333333335,38.21666666666667,120.25
2016-02-03 19:50:00,sample,4.18,34.0,38.18,120.31333333333333
2016-02-03 19:55:00,sample,4.25,34.03666666666667,38.28666666666667,120.49333333333334
2016-02-03 20:00:00,sample,4.283333333333333,34.016666666666666,38.3,120.18
2016-02-03 20:05:00,sample,4.203333333333333,34.026666666666664,38.23,120.94
2016-02-03 20:10:00,sample,4.226666666666667,34.053333333333335,38.28,120.90666666666667
2016-02-03 20:15:00,sample,4.216666666666667,34.06,38.276666666666664,120.84333333333333
2016-02-03 20:20:00,sample,4.243333333333333,34.11,38.35333333333333,121.05666666666667
2016-02-03 20:25:00,sample,4.293333333333333,34.38333333333333,38.67666666666667,121.59
2016-02-03 20:30:00,sample,4.286666666666667,34.123333333333335,38.41,121.38
2016-02-03 20:35:00,sample,4.3566666666666665,34.53333333333333,38.89,121.7
2016-02-03 20:40:00,sample,4.236666666666666,34.19,38.42666666666667,121.03666666666666
2016-02-03 20:45:00,sample,4.166666666666667,34.00333333333333,38.17,120.82
2016-02-03 20:50:00,sample,4.28,34.06,38.34,120.96666666666667
2016-02-03 20:55:00,sample,4.243333333333333,34.056666666666665,38.3,130.99
2016-02-03 21:00:00,sample,764.06,414.52666666666664,1178.5866666666666,1409.0033333333333
2016-02-03 21:05:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,2236.6133333333332
2016-02-03 21:10:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:15:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:20:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:25:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:30:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:35:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:40:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:45:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:50:00,sample,1270.6033333333332,668.1933333333334,1938.7966666666666,
2016-02-03 21:55:00,sample,1998.6966666666667,411.12333333333333,2409.82,2785.1833333333334
2016-02-03 22:00:00,sample,4130.86,34.086666666666666,4164.946666666667,4823.78
2016-02-03 22:05:00,sample,4132.643333333333,34.13666666666666,4166.78,4983.046666666667
2016-02-03 22:10:00,sample,4092.556666666667,33.99666666666667,4126.553333333333,8197.396666666667
2016-02-03 22:15:00,sample,4089.326666666667,33.99666666666667,4123.323333333334,8187.336666666667
2016-02-03 22:20:00,sample,4121.39,34.06666666666667,4155.456666666667,8241.966666666667
2016-02-03 22:25:00,sample,4113.133333333333,33.903333333333336,4147.036666666667,9562.93
2016-02-03 22:30:00,sample,4102.16,33.60666666666667,4135.766666666666,10364.43
2016-02-03 22:35:00,sample,2723.8933333333334,33.92,2757.8133333333335,6171.136666666666
2016-02-03 22:40:00,sample,4.37,34.35666666666667,38.72666666666667,2010.0633333333333
2016-02-03 22:45:00,sample,81.44333333333333,491.50333333333333,572.9466666666667,1191.8333333333333
2016-02-03 22:50:00,sample,231.62333333333333,1453.0066666666667,1684.63,5784.606666666667
2016-02-03 22:55:00,sample,114.97666666666667,211.36333333333334,326.34,4432.016666666666
2016-02-03 23:00:00,sample,4.68,34.02,38.7,4133.956666666667
2016-02-03 23:05:00,sample,4.236666666666666,34.05,38.28666666666667,4080.903333333333
2016-02-03 23:10:00,sample,125.45,792.6833333333333,918.1333333333333,4949.496666666667
2016-02-03 23:15:00,sample,229.25666666666666,1490.43,1719.6866666666667,3073.7933333333335
2016-02-03 23:20:00,sample,123.78666666666666,310.27,434.0566666666667,1003.2166666666667
2016-02-03 23:25:00,sample,4.23,25.55666666666667,29.786666666666665,371.0133333333333
2016-02-03 23:30:00,sample,4.11,33.67,37.78,3750.5666666666666
2016-02-03 23:35:00,sample,4.133333333333334,33.696666666666665,37.83,3893.673333333333
2016-02-03 23:40:00,sample,4.16,33.88666666666666,38.04666666666667,3904.116666666667
2016-02-03 23:45:00,sample,4.183333333333334,33.99666666666667,38.18,3919.306666666667
2016-02-03 23:50:00,sample,4.233333333333333,34.0,38.233333333333334,2259.4566666666665
2016-02-03 23:55:00,sample,4.1433333333333335,34.00666666666667,38.15,225.53333333333333
2016-02-04 00:00:00,sample,4.16,34.01,38.17,225.01333333333332
2016-02-04 00:05:00,sample,4.226666666666667,34.0,38.22666666666667,224.57
2016-02-04 00:10:00,sample,4.15,34.00666666666667,38.156666666666666,224.98333333333332
2016-02-04 00:15:00,sample,124.38,778.7966666666666,903.1766666666666,1109.22
2016-02-04 00:20:00,sample,914.17,1265.1,2179.27,2360.2033333333334
2016-02-04 00:25:00,sample,1402.0766666666666,1047.48,2449.556666666667,2650.9533333333334
2016-02-04 00:30:00,sample,225.40333333333334,1343.2166666666667,1568.62,1784.27
2016-02-04 00:35:00,sample,226.02666666666667,1439.9366666666667,1665.9633333333334,1891.8666666666666
2016-02-04 00:40:00,sample,227.27,1490.4566666666667,1717.7266666666667,1940.9666666666667
2016-02-04 00:45:00,sample,226.90333333333334,1510.7666666666667,1737.67,1957.4433333333334
2016-02-04 00:50:00,sample,227.67,1530.33,1758.0,1977.7533333333333
2016-02-04 00:55:00,sample,89.47333333333333,58.14333333333333,147.61666666666667,373.19
2016-02-04 01:00:00,sample,80.91333333333333,530.4833333333333,611.3966666666666,867.6466666666666
2016-02-04 01:05:00,sample,2033.37,1085.8066666666666,3119.1766666666667,3325.443333333333
2016-02-04 01:10:00,sample,331.8066666666667,1125.7833333333333,1457.59,1654.2166666666667
2016-02-04 01:15:00,sample,225.74666666666667,1349.4933333333333,1575.24,1766.2966666666666
2016-02-04 01:20:00,sample,225.76666666666668,1419.4833333333333,1645.25,1889.3133333333333
2016-02-04 01:25:00,sample,99.7,126.42333333333333,226.12333333333333,476.6533333333333
2016-02-04 01:30:00,sample,4.156666666666666,31.583333333333332,35.74,285.74333333333334
2016-02-04 01:35:00,sample,214.44666666666666,1362.0633333333333,1576.51,1824.12
